Transaction Id,Item-1,item-2,Item-3,Item-4,Item-5,Item-6,Item-7,Item-8,Item-9,Item-10,Item-11,Item-12
4205076,ham,pork,other vegetables,whole milk,,,,,,,,
8252708,chocolate,,,,,,,,,,,
2896161,bottled beer,newspapers,,,whole milk,whipped/sour cream,rolls/buns,pastry,flour,specialty chocolate,,
5410765,chicken,citrus fruit,tropical fruit,other vegetables,,,,,,,,
1204033,specialty cheese,hygiene articles,newspapers,shopping bags,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,white bread,brown bread,pasta
5245131,frankfurter,sausage,citrus fruit,root vegetables,,,,,,,,
8397403,pip fruit,bottled beer,,,,,,,,,,
7275388,canned beer,,,,,,,,,,,
6370053,pork,other vegetables,soda,,,,,,,,,
4462537,canned beer,,,,dessert,yogurt,rolls/buns,margarine,jam,soda,liquor (appetizer),waffles
8365643,beef,root vegetables,other vegetables,whole milk,,,,,,,,
7540750,rolls/buns,pastry,,,,,,,,,,
9199404,dental care,male cosmetics,,,herbs,flour,margarine,Instant food products,bottled water,,,
6528276,sausage,turkey,beef,citrus fruit,,,,,,,,
9535440,rolls/buns,soda,,,,,,,,,,
2471487,whole milk,pastry,soda,,,,,,,,,
2511222,beef,tropical fruit,root vegetables,whole milk,bottled water,bottled beer,,,,,,
3832934,ham,whole milk,domestic eggs,tea,hamburger meat,berries,butter,domestic eggs,rolls/buns,brown bread,pastry,flour
7736189,finished products,chicken,pork,beef,,,,,,,,
2883834,dessert,beverages,ice cream,soda,,,,,,,,
3722707,rolls/buns,bottled water,bottled beer,,canned beer,salty snack,shopping bags,,,,,
1949305,sausage,liver loaf,misc. beverages,fruit/vegetable juice,chocolate,specialty chocolate,candy,shopping bags,,,,
5767561,citrus fruit,soda,misc. beverages,canned beer,,,,,,,,
7507147,whole milk,frozen vegetables,,,,,,,,,,
2605745,whole milk,curd,margarine,,,,,,,,,
9846745,sausage,yogurt,cream,,fruit/vegetable juice,waffles,dishes,shopping bags,,,,
7726019,root vegetables,whole milk,oil,mustard,,,,,,,,
2228171,organic sausage,rolls/buns,,,shopping bags,,,,,,,
8117411,pork,tropical fruit,other vegetables,coffee,bottled water,soda,chocolate,shopping bags,,,,
9362666,dessert,yogurt,rolls/buns,meat spreads,,,,,,,,
8324071,canned beer,,,,processed cheese,rolls/buns,newspapers,,,,,
7908944,citrus fruit,root vegetables,other vegetables,whipped/sour cream,brown bread,margarine,soda,fruit/vegetable juice,white wine,kitchen towels,newspapers,
1450707,hamburger meat,root vegetables,frozen vegetables,rolls/buns,berries,root vegetables,other vegetables,beverages,Instant food products,long life bakery product,,
4100197,citrus fruit,tropical fruit,pip fruit,grapes,,,,,,,,
5025557,other vegetables,,,,,,,,,,,
3976942,canned beer,,,,,,,,,,,
7115250,rolls/buns,canned fruit,,,salty snack,,,,,,,
2617789,ham,other vegetables,condensed milk,domestic eggs,,,,,,,,
4080377,beverages,waffles,,,,,,,,,,
3280189,whole milk,brown bread,pastry,,,,,,,,,
9250797,canned beer,,,,sauces,chocolate,,,,,,
2569323,frankfurter,sausage,whole milk,margarine,,,,,,,,
6148013,whole milk,frozen dessert,margarine,snack products,,,,,,,,
5720655,citrus fruit,,,,butter,rolls/buns,,,,,,
5134396,frankfurter,pork,herbs,other vegetables,butter,curd,dessert,yogurt,brown bread,pastry,waffles,chocolate
9249077,frankfurter,sausage,other vegetables,whole milk,,,,,,,,
8310027,yogurt,beverages,bottled beer,dishes,oil,sugar,,,,,,
8129688,whipped/sour cream,condensed milk,domestic eggs,flour,,,,,,,,
7544080,candy,,,,,,,,,,,
2989783,frankfurter,rolls/buns,,,other vegetables,whole milk,whipped/sour cream,frozen fruits,frozen meals,domestic eggs,salty snack,
3449102,chicken,beef,pip fruit,berries,,,,,,,,
8568001,sausage,rolls/buns,,,,,,,,,,
9461908,brown bread,,,,coffee,,,,,,,
3877594,pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,,
9949065,bottled water,long life bakery product,,,pickled vegetables,bottled beer,newspapers,shopping bags,,,,
8968640,chicken,UHT-milk,frozen vegetables,ice cream,sliced cheese,domestic eggs,rolls/buns,brown bread,napkins,,,
2781058,sausage,tropical fruit,other vegetables,butter,,,,,,,,
2583795,chicken,pork,butter,candles,frozen meals,rolls/buns,potato products,bottled beer,chocolate marshmallow,kitchen towels,,
7439033,pork,yogurt,beverages,frozen vegetables,,,,,,,,
1849831,ham,rolls/buns,soda,shopping bags,dishes,,,,,,,
4851240,citrus fruit,root vegetables,domestic eggs,margarine,fruit/vegetable juice,specialty chocolate,,,,,,
6886701,rolls/buns,pastry,pasta,soda,waffles,newspapers,,,,,,
5149409,tropical fruit,nuts/prunes,whole milk,whipped/sour cream,rolls/buns,shopping bags,,,,,,
3529798,other vegetables,whole milk,whipped/sour cream,condensed milk,,,,,,,,
2147905,other vegetables,white bread,newspapers,,,,,,,,,
4646796,photo/film,,,,UHT-milk,frozen vegetables,roll products ,oil,bottled water,candy,,
2333307,pork,tropical fruit,root vegetables,whipped/sour cream,shopping bags,,,,,,,
5724854,pastry,sugar,mustard,chewing gum,,,,,,,,
4004860,frankfurter,,,,,,,,,,,
3720139,rolls/buns,soda,,,,,,,,,,
3901525,berries,cookware,flower (seeds),,,,,,,,,
7478927,photo/film,shopping bags,,,,,,,,,,
9758474,photo/film,,,,bottled water,bottled beer,detergent,pot plants,shopping bags,,,
6163822,whole milk,butter,curd,frozen vegetables,,,,,,,,
5986775,waffles,,,,shopping bags,,,,,,,
6759235,sausage,sliced cheese,cream cheese ,candy,baking powder,sweet spreads,fruit/vegetable juice,chewing gum,specialty bar,,,
7683698,hamburger meat,other vegetables,margarine,sugar,,,,,,,,
2894813,canned beer,,,,,,,,,,,
2294526,other vegetables,specialty cheese,,,sugar,dog food,,,,,,
1622677,chicken,whole milk,frozen vegetables,brown bread,,,,,,,,
4797318,ice cream,chewing gum,,,whole milk,butter,domestic eggs,rolls/buns,baking powder,bottled water,rum,salty snack
6147500,pork,tropical fruit,root vegetables,herbs,butter,yogurt,salt,,,,,
4185770,citrus fruit,pip fruit,other vegetables,whole milk,,,,,,,,
4019039,frozen meals,pastry,pasta,,berries,soft cheese,specialty cheese,long life bakery product,flower (seeds),,,
7754617,ham,meat,chicken,tropical fruit,,,,,,,,
7261772,hamburger meat,hard cheese,pasta,canned vegetables,specialty chocolate,shopping bags,,,,,,
5088931,soda,misc. beverages,sparkling wine,chewing gum,,,,,,,,
3353533,frankfurter,root vegetables,,,,,,,,,,
8327080,canned beer,,,,,,,,,,,
1015324,frozen meals,soda,shopping bags,,,,,,,,,
2293430,whole milk,,,,,,,,,,,
8347478,misc. beverages,,,,,,,,,,,
9110639,canned beer,,,,,,,,,,,
4683516,root vegetables,,,,,,,,,,,
3068941,sausage,onions,,,,,,,,,,
4488191,canned beer,male cosmetics,,,canned beer,liquor (appetizer),red/blush wine,dental care,light bulbs,newspapers,,
4750430,tropical fruit,onions,spread cheese,coffee,,,,,,,,
3094147,pastry,soda,,,,,,,,,,
9579777,sausage,ham,dessert,,,,,,,,,
2631813,canned beer,,,,,,,,,,,
3450545,soda,,,,,,,,,,,
9651900,canned beer,newspapers,,,,,,,,,,
3629156,cat food,waffles,,,other vegetables,sliced cheese,margarine,cat food,coffee,dental care,,
1782760,sausage,meat,pork,root vegetables,,,,,,,,
2060853,bottled water,soda,,,,,,,,,,
9111472,soda,chocolate,,,,,,,,,,
4381348,rolls/buns,,,,,,,,,,,
1557510,pork,,,,,,,,,,,
5569698,frozen meals,,,,,,,,,,,
1862875,soda,,,,,,,,,,,
7081203,pastry,soda,,,,,,,,,,
1985302,shopping bags,,,,,,,,,,,
6086468,brown bread,bottled water,,,,,,,,,,
1887612,yogurt,,,,,,,,,,,
3113457,bottled beer,,,,waffles,,,,,,,
7782699,pip fruit,whole milk,rolls/buns,pickled vegetables,cat food,fruit/vegetable juice,,,,,,
7102390,hamburger meat,other vegetables,frozen vegetables,frozen meals,,,,,,,,
3930230,long life bakery product,pot plants,,,fruit/vegetable juice,,,,,,,
3110800,ham,whipped/sour cream,beverages,domestic eggs,,,,,,,,
1918663,butter,napkins,,,,,,,,,,
6717269,whole milk,seasonal products,shopping bags,,,,,,,,,
6457420,dessert,,,,,,,,,,,
4458774,photo/film,,,,,,,,,,,
2853011,bags,,,,,,,,,,,
4694178,rolls/buns,brown bread,,,bottled beer,newspapers,photo/film,,,,,
9177390,brown bread,bottled water,soda,fruit/vegetable juice,salty snack,waffles,specialty chocolate,kitchen towels,newspapers,,,
1270613,beef,root vegetables,other vegetables,margarine,,,,,,,,
4737293,dessert,soft cheese,rolls/buns,,,,,,,,,
9869002,misc. beverages,,,,,,,,,,,
5133867,sugar,,,,,,,,,,,
5572543,sausage,rolls/buns,soda,chocolate,,,,,,,,
7953416,whole milk,canned fish,newspapers,,pastry,salty snack,,,,,,
9167911,sausage,finished products,beverages,domestic eggs,,,,,,,,
5245798,canned beer,,,,rolls/buns,misc. beverages,,,,,,
9555430,citrus fruit,tropical fruit,frozen meals,frozen dessert,,,,,,,,
3047579,sausage,bottled beer,liquor,red/blush wine,,,,,,,,
6636151,whole milk,newspapers,,,cake bar,specialty bar,shopping bags,,,,,
9979452,pip fruit,whole milk,pastry,waffles,,,,,,,,
6914321,frankfurter,bottled beer,,,,,,,,,,
1965481,citrus fruit,whole milk,,,,,,,,,,
9038887,misc. beverages,,,,soda,candy,,,,,,
4366392,frankfurter,beef,brown bread,margarine,,,,,,,,
5117483,chocolate,napkins,,,berries,other vegetables,curd,dessert,yogurt,rolls/buns,margarine,honey
5382941,ham,tropical fruit,pip fruit,grapes,,,,,,,,
7778999,frankfurter,brown bread,bottled beer,,,,,,,,,
8484094,brown bread,,,,,,,,,,,
6060036,rolls/buns,white bread,waffles,,specialty bar,,,,,,,
8443764,pip fruit,zwieback,salty snack,cake bar,brown bread,margarine,soda,long life bakery product,cake bar,,,
9195909,sausage,root vegetables,whole milk,rolls/buns,,,,,,,,
4965821,root vegetables,whole milk,rolls/buns,,shopping bags,,,,,,,
3056261,pork,brown bread,salt,liquor,specialty bar,,,,,,,
3663662,whole milk,yogurt,rolls/buns,waffles,,,,,,,,
7233967,beverages,,,,,,,,,,,
4158761,tropical fruit,domestic eggs,newspapers,,,,,,,,,
1446183,specialty chocolate,,,,,,,,,,,
7974342,pastry,,,,,,,,,,,
9268141,cat food,,,,beverages,ice cream,rice,Instant food products,sweet spreads,canned fish,soda,fruit/vegetable juice
1449291,chicken,citrus fruit,root vegetables,other vegetables,,,,,,,,
2247540,bottled beer,liquor,red/blush wine,,,,,,,,,
7807494,whipped/sour cream,candy,,,,,,,,,,
7143105,long life bakery product,,,,,,,,,,,
4741270,beef,root vegetables,white wine,shopping bags,,,,,,,,
2747484,salty snack,,,,,,,,,,,
5285963,other vegetables,soda,specialty bar,,dessert,yogurt,waffles,detergent,,,,
2809477,meat,citrus fruit,root vegetables,whole milk,,,,,,,,
8009340,fish,rolls/buns,pot plants,,hair spray,,,,,,,
1532324,whole milk,sliced cheese,long life bakery product,candy,,,,,,,,
1911052,detergent,,,,,,,,,,,
3032646,hamburger meat,photo/film,,,rolls/buns,soda,seasonal products,,,,,
2878099,whole milk,dessert,yogurt,sliced cheese,,,,,,,,
4952811,beef,,,,,,,,,,,
3359351,frozen meals,bottled beer,,,,,,,,,,
7138782,pip fruit,yogurt,,,,,,,,,,
8797958,yogurt,frozen vegetables,decalcifier,,,,,,,,,
9045839,rolls/buns,,,,,,,,,,,
7638322,whole milk,frozen meals,pasta,candy,coffee,instant coffee,,,,,,
2517185,ham,frozen meals,rolls/buns,canned fish,,,,,,,,
9647020,frozen meals,,,,,,,,,,,
6918197,ice cream,canned fruit,canned beer,shopping bags,coffee,female sanitary products,,,,,,
7578905,pork,frozen potato products,rolls/buns,margarine,,,,,,,,
3515701,chewing gum,,,,dessert,sliced cheese,frozen vegetables,ice cream,frozen dessert,rolls/buns,Instant food products,baking powder
3685910,tropical fruit,root vegetables,other vegetables,butter,hygiene articles,,,,,,,
4868769,whole milk,pastry,sugar,soda,,,,,,,,
2912261,whole milk,cereals,,,,,,,,,,
4750396,bottled water,soda,,,,,,,,,,
1252714,sausage,whole milk,rolls/buns,,,,,,,,,
3447688,whole milk,napkins,,,,,,,,,,
1021672,whole milk,,,,,,,,,,,
4341415,whole milk,specialty bar,,,bottled beer,,,,,,,
2904788,pork,tropical fruit,white bread,soda,,,,,,,,
7777620,curd,,,,,,,,,,,
6612421,dessert,frozen potato products,specialty chocolate,,,,,,,,,
7659279,waffles,,,,,,,,,,,
5673982,onions,other vegetables,spread cheese,misc. beverages,,,,,,,,
7454124,misc. beverages,canned beer,,,,,,,,,,
3179851,shopping bags,,,,,,,,,,,
5988880,white wine,,,,,,,,,,,
9436840,frankfurter,curd,semi-finished bread,,,,,,,,,
3196525,white bread,canned beer,,,whipped/sour cream,specialty cheese,dental care,shopping bags,,,,
9183567,pork,beef,other vegetables,curd,,,,,,,,
4401163,other vegetables,whole milk,,,,,,,,,,
8223668,pork,,,,soda,bottled beer,female sanitary products,,,,,
3542367,berries,salt,organic products,cat food,,,,,,,,
7676014,frankfurter,root vegetables,bottled beer,shopping bags,,,,,,,,
9694464,root vegetables,whole milk,hard cheese,candy,,,,,,,,
2595380,finished products,pip fruit,frozen potato products,soda,,,,,,,,
8067841,bottled water,misc. beverages,bottled beer,,canned beer,,,,,,,
3664417,margarine,coffee,instant coffee,soda,,,,,,,,
8524285,soda,shopping bags,,,,,,,,,,
6940966,hamburger meat,whole milk,canned vegetables,soda,curd,yogurt,frozen fish,waffles,,,,
7943701,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,pickled vegetables,specialty vegetables,,,,,
1860161,root vegetables,onions,other vegetables,curd,,,,,,,,
8201115,soda,,,,,,,,,,,
3199030,canned beer,,,,,,,,,,,
9792912,frozen fish,,,,,,,,,,,
2748930,beverages,,,,,,,,,,,
6747119,pip fruit,,,,,,,,,,,
3852339,pot plants,,,,,,,,,,,
4963568,pork,whole milk,,,,,,,,,,
2345558,fruit/vegetable juice,,,,,,,,,,,
5676878,fruit/vegetable juice,,,,,,,,,,,
4291405,fruit/vegetable juice,salty snack,,,,,,,,,,
6300610,tropical fruit,,,,,,,,,,,
6685240,yogurt,misc. beverages,,,,,,,,,,
4029601,canned beer,,,,,,,,,,,
1457596,canned beer,,,,,,,,,,,
1412936,cream cheese ,rolls/buns,candy,shopping bags,,,,,,,,
9437145,bottled water,,,,dessert,yogurt,frozen meals,frozen potato products,white bread,fruit/vegetable juice,long life bakery product,chocolate
3650115,sausage,hamburger meat,citrus fruit,other vegetables,,,,,,,,
8708930,soda,bottled beer,liquor,red/blush wine,,,,,,,,
5044693,newspapers,,,,,,,,,,,
3106817,whole milk,beverages,,,,,,,,,,
7916379,pot plants,,,,,,,,,,,
8260547,yogurt,hard cheese,sugar,bottled beer,,,,,,,,
5916603,roll products ,misc. beverages,,,,,,,,,,
2159948,soft cheese,,,,,,,,,,,
1435244,frozen meals,,,,,,,,,,,
4759410,ice cream,,,,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers,,,
6014777,frankfurter,pork,tropical fruit,whole milk,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese
7882059,meat,turkey,tropical fruit,root vegetables,,,,,,,,
4354669,soda,,,,,,,,,,,
3510163,butter milk,pastry,,,canned beer,hygiene articles,napkins,,,,,
7008346,frozen potato products,rolls/buns,oil,bottled water,flower (seeds),,,,,,,
3492483,other vegetables,margarine,coffee,canned beer,soda,,,,,,,
6715100,frankfurter,pork,whole milk,pastry,,,,,,,,
1546280,misc. beverages,salty snack,,,,,,,,,,
2599011,sausage,UHT-milk,,,shopping bags,,,,,,,
1819848,butter,yogurt,rolls/buns,detergent,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,cream cheese ,frozen vegetables
3957440,frankfurter,pork,beef,hamburger meat,,,,,,,,
5769952,bottled water,,,,,,,,,,,
3057360,kitchen towels,,,,fruit/vegetable juice,salty snack,dental care,newspapers,,,,
5385630,other vegetables,whole milk,bottled water,soda,,,,,,,,
8620105,butter,ice cream,margarine,soda,fruit/vegetable juice,light bulbs,,,,,,
3167274,sausage,whole milk,domestic eggs,rolls/buns,other vegetables,whole milk,butter milk,yogurt,cream cheese ,rolls/buns,brown bread,soda
7759141,frankfurter,pork,pip fruit,root vegetables,frozen vegetables,white wine,,,,,,
3390374,liver loaf,root vegetables,other vegetables,whole milk,,,,,,,,
2020808,white wine,,,,curd,dessert,frozen vegetables,pastry,instant coffee,tea,newspapers,
7805493,frankfurter,tropical fruit,root vegetables,whole milk,,,,,,,,
2749544,meat,,,,,,,,,,,
7271614,canned beer,,,,shopping bags,,,,,,,
5991313,chicken,soda,liquor,white wine,pickled vegetables,long life bakery product,specialty chocolate,,,,,
3856346,other vegetables,hard cheese,processed cheese,cereals,rolls/buns,cereals,,,,,,
5921086,pip fruit,whole milk,dessert,butter milk,soda,newspapers,,,,,,
5600848,other vegetables,whole milk,processed cheese,white bread,,,,,,,,
7695540,yogurt,frozen vegetables,,,,,,,,,,
8965018,root vegetables,whole milk,rolls/buns,,,,,,,,,
9125122,shopping bags,,,,,,,,,,,
4969138,UHT-milk,bottled water,soda,,,,,,,,,
5244741,whole milk,dessert,butter milk,,yogurt,cream cheese ,margarine,sugar,baking powder,meat spreads,bottled water,chewing gum
6356407,hamburger meat,pip fruit,other vegetables,whole milk,,,,,,,,
7171933,frozen vegetables,bottled beer,,,dessert,frozen meals,frozen fish,rice,bottled water,fruit/vegetable juice,long life bakery product,chocolate
2898589,root vegetables,other vegetables,whole milk,butter,cat food,salty snack,long life bakery product,waffles,chocolate,,,
9689524,sausage,other vegetables,whole milk,butter,newspapers,,,,,,,
5898638,whole milk,rolls/buns,salty snack,chocolate,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,mayonnaise
8628834,beef,hamburger meat,tropical fruit,root vegetables,bottled beer,,,,,,,
7890357,sausage,meat,whole milk,rolls/buns,,,,,,,,
9952753,pork,beef,packaged fruit/vegetables,pastry,,,,,,,,
3554391,bottled beer,,,,,,,,,,,
6139462,salty snack,female sanitary products,,,,,,,,,,
7554965,bottled beer,,,,,,,,,,,
4213116,soda,skin care,,,,,,,,,,
7251014,bottled water,,,,napkins,light bulbs,,,,,,
9171909,frankfurter,other vegetables,mustard,soda,rolls/buns,baking powder,long life bakery product,chocolate,newspapers,,,
5852114,tropical fruit,other vegetables,whole milk,yogurt,,,,,,,,
5467931,canned beer,,,,domestic eggs,rolls/buns,spices,bottled water,waffles,chocolate,shopping bags,
8705886,chicken,citrus fruit,curd,yogurt,,,,,,,,
5197870,citrus fruit,tropical fruit,ice cream,,,,,,,,,
2700921,curd,,,,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags
9819594,citrus fruit,tropical fruit,other vegetables,whole milk,,,,,,,,
1943510,citrus fruit,tropical fruit,brown bread,napkins,,,,,,,,
9109325,other vegetables,soda,bottled beer,,,,,,,,,
9557370,bottled water,soda,waffles,,frozen vegetables,cake bar,,,,,,
7726954,chicken,root vegetables,onions,other vegetables,,,,,,,,
2003540,waffles,,,,,,,,,,,
8173725,curd,cake bar,,,,,,,,,,
8347893,oil,,,,whole milk,curd,cream cheese ,cereals,long life bakery product,waffles,shopping bags,
9135883,berries,root vegetables,herbs,other vegetables,salty snack,,,,,,,
2727198,frankfurter,hamburger meat,whole milk,cream cheese ,potato products,margarine,napkins,cookware,,,,
1464707,pork,beef,frozen vegetables,frozen meals,bottled water,napkins,dishes,,,,,
9555402,tropical fruit,root vegetables,whole milk,rolls/buns,flour,pickled vegetables,bottled beer,napkins,shopping bags,,,
8217704,frankfurter,meat,whole milk,roll products ,,,,,,,,
8804772,specialty cheese,chewing gum,,,soda,,,,,,,
5198091,pork,root vegetables,onions,bottled water,whole milk,yogurt,sliced cheese,hard cheese,specialty cheese,dog food,bottled water,newspapers
4009840,citrus fruit,tropical fruit,root vegetables,other vegetables,,,,,,,,
8476787,bottled beer,white wine,,,bottled water,fruit/vegetable juice,softener,dishes,,,,
8217671,other vegetables,butter milk,rolls/buns,oil,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,flour,margarine,canned vegetables,pickled vegetables
7081508,frankfurter,beef,pip fruit,whole milk,,,,,,,,
4559276,canned beer,,,,margarine,,,,,,,
5517333,citrus fruit,tropical fruit,dessert,condensed milk,,,,,,,,
7523792,other vegetables,white bread,,,whipped/sour cream,soft cheese,frozen vegetables,white bread,flour,margarine,baking powder,waffles
2284387,citrus fruit,root vegetables,other vegetables,whole milk,,,,,,,,
3902978,whole milk,cream cheese ,salty snack,candy,candles,,,,,,,
6440286,soda,fruit/vegetable juice,cake bar,candy,,,,,,,,
2608468,other vegetables,,,,,,,,,,,
2271844,pip fruit,,,,,,,,,,,
2259001,canned beer,,,,butter milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns,pastry,,
4337830,tropical fruit,other vegetables,whole milk,curd,canned beer,,,,,,,
8346377,root vegetables,onions,other vegetables,frozen fruits,newspapers,,,,,,,
4651696,other vegetables,whole milk,yogurt,rolls/buns,flour,,,,,,,
7646955,root vegetables,other vegetables,yogurt,rolls/buns,,,,,,,,
5163571,bottled water,,,,,,,,,,,
1520429,whole milk,,,,,,,,,,,
1761462,root vegetables,whole milk,roll products ,,ice cream,brown bread,pastry,flour,pickled vegetables,coffee,soda,misc. beverages
9534132,tropical fruit,pip fruit,other vegetables,frozen vegetables,canned beer,candy,shopping bags,,,,,
7593864,butter,curd,dessert,cream cheese ,,,,,,,,
5821001,flower soil/fertilizer,,,,,,,,,,,
6429095,pasta,soda,snack products,cake bar,dishes,cling film/bags,candles,,,,,
6727049,other vegetables,dessert,candy,abrasive cleaner,brown bread,bottled water,newspapers,shopping bags,,,,
8194797,other vegetables,curd,yogurt,UHT-milk,,,,,,,,
2887670,beef,,,,,,,,,,,
7096374,root vegetables,,,,,,,,,,,
8555376,whole milk,frozen vegetables,coffee,,butter,whipped/sour cream,processed cheese,domestic eggs,rolls/buns,white bread,pastry,jam
6188306,pork,root vegetables,other vegetables,whole milk,,,,,,,,
2835276,beef,other vegetables,,,,,,,,,,
6639369,specialty bar,,,,,,,,,,,
9671799,salty snack,,,,bottled water,misc. beverages,brandy,shopping bags,,,,
8201623,sausage,ham,grapes,other vegetables,newspapers,,,,,,,
3835661,tropical fruit,frozen meals,rolls/buns,bottled beer,,,,,,,,
2271570,canned beer,,,,spread cheese,brown bread,semi-finished bread,rice,pickled vegetables,bottled beer,newspapers,pot plants
8117492,pip fruit,grapes,whole milk,yogurt,,,,,,,,
7088064,turkey,,,,,,,,,,,
1003300,other vegetables,,,,nuts/prunes,root vegetables,other vegetables,whole milk,mayonnaise,oil,baking powder,pickled vegetables
7190744,sausage,beef,citrus fruit,tropical fruit,specialty cheese,brown bread,soda,fruit/vegetable juice,salty snack,chocolate,male cosmetics,shopping bags
4978833,frankfurter,pip fruit,nuts/prunes,onions,margarine,sugar,soups,bottled water,,,,
1965632,citrus fruit,whole milk,soft cheese,rice,,,,,,,,
9896868,chicken,pork,frozen vegetables,soda,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese,hard cheese,roll products ,margarine
8669058,citrus fruit,tropical fruit,other vegetables,whole milk,waffles,,,,,,,
5638808,flour,sugar,cat food,misc. beverages,,,,,,,,
8595292,baking powder,,,,whole milk,frozen fish,pastry,canned fish,seasonal products,dental care,hygiene articles,pot plants
4548255,finished products,tropical fruit,pip fruit,other vegetables,,,,,,,,
8756204,frankfurter,rolls/buns,margarine,soda,margarine,coffee,salty snack,waffles,dishes,,,
1190106,chicken,curd,UHT-milk,cream cheese ,oil,margarine,sugar,coffee,bottled beer,specialty bar,candy,
2627263,chicken,other vegetables,whole milk,domestic eggs,,,,,,,,
3466623,sausage,beef,whole milk,pastry,,,,,,,,
4678722,beef,other vegetables,margarine,soda,,,,,,,,
3947968,whole milk,frozen meals,specialty chocolate,,,,,,,,,
5500571,sausage,other vegetables,,,,,,,,,,
8944559,other vegetables,pot plants,,,,,,,,,,
1423215,onions,roll products ,,,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables,rolls/buns,bottled water,soda
1930069,sausage,root vegetables,onions,herbs,spices,pickled vegetables,bottled water,misc. beverages,,,,
1684051,frankfurter,sausage,tropical fruit,oil,,,,,,,,
1299317,zwieback,long life bakery product,dental care,,sugar,baking powder,instant coffee,soda,,,,
9561483,chicken,tropical fruit,pip fruit,whipped/sour cream,,,,,,,,
2970586,frankfurter,curd cheese,,,pickled vegetables,bottled water,soda,napkins,,,,
4125957,whole milk,whipped/sour cream,semi-finished bread,baking powder,,,,,,,,
1380614,frozen fish,brandy,,,rolls/buns,soda,shopping bags,,,,,
5083970,berries,whole milk,frozen meals,frozen dessert,butter,curd,margarine,pickled vegetables,waffles,specialty chocolate,hygiene articles,
3597899,chicken,pork,other vegetables,whole milk,,,,,,,,
6406787,onions,yogurt,ice cream,,whipped/sour cream,cream cheese ,vinegar,oil,margarine,soups,pickled vegetables,meat spreads
6692037,beef,root vegetables,herbs,packaged fruit/vegetables,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles,newspapers,shopping bags,
2350684,root vegetables,whole milk,semi-finished bread,cat food,,,,,,,,
3958452,soda,,,,,,,,,,,
6973012,whole milk,soft cheese,rum,,white bread,pickled vegetables,seasonal products,dental care,,,,
8776307,citrus fruit,butter,dessert,processed cheese,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice,,,
8390423,sausage,citrus fruit,whole milk,UHT-milk,,,,,,,,
8061185,sparkling wine,,,,white wine,sparkling wine,shopping bags,,,,,
2553805,UHT-milk,cat food,coffee,bottled beer,,,,,,,,
5280407,soda,,,,,,,,,,,
3411299,curd,cat food,soda,,mustard,cat food,coffee,bottled water,,,,
7529395,whole milk,processed cheese,mayonnaise,margarine,other vegetables,whole milk,curd,butter milk,yogurt,frozen dessert,chewing gum,
9758344,frankfurter,pork,tropical fruit,root vegetables,,,,,,,,
2445580,chocolate,,,,,,,,,,,
1119566,other vegetables,processed cheese,tea,,,,,,,,,
1571901,coffee,,,,sugar,fruit/vegetable juice,bottled beer,chocolate,candles,,,
8120260,tropical fruit,other vegetables,butter milk,curd cheese,soda,specialty chocolate,,,,,,
7653414,beef,fish,yogurt,pastry,,,,,,,,
7077026,whipped/sour cream,domestic eggs,bottled water,soda,yogurt,whipped/sour cream,UHT-milk,margarine,sugar,waffles,,
9419201,tropical fruit,pip fruit,other vegetables,butter milk,,,,,,,,
1279656,UHT-milk,canned beer,,,,,,,,,,
9685926,root vegetables,semi-finished bread,specialty bar,,spread cheese,white bread,pastry,coffee,waffles,,,
1633404,frankfurter,sausage,butter,dessert,yogurt,cream cheese ,pasta,fruit/vegetable juice,dental care,hygiene articles,kitchen towels,photo/film
3557933,pip fruit,other vegetables,whole milk,butter milk,,,,,,,,
8291708,pip fruit,soft cheese,tidbits,,,,,,,,,
4320187,whipped/sour cream,,,,,,,,,,,
9622276,canned beer,,,,,,,,,,,
8408313,oil,,,,,,,,,,,
9377020,white bread,bottled beer,,,,,,,,,,
4508401,soda,specialty bar,,,,,,,,,,
3180005,hygiene articles,,,,,,,,,,,
5512970,bottled beer,,,,soda,long life bakery product,cake bar,light bulbs,,,,
7629293,dessert,yogurt,brown bread,pastry,,,,,,,,
4926640,cereals,specialty chocolate,pot plants,,,,,,,,,
3419959,canned beer,,,,,,,,,,,
3776015,frankfurter,soda,shopping bags,,soda,,,,,,,
2663696,sausage,other vegetables,cream cheese ,domestic eggs,,,,,,,,
7369138,UHT-milk,cream cheese ,spread cheese,rolls/buns,,,,,,,,
